Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Have_Capacity(Ah),SoC(%)
6328,23642.97239,11-05-2015 02:29:04,119.2804884,7,1,-0.49994573,3.61184597,0.530772422,1.15910955,2.167520834,4.352766985,-6.48E-05,0,0,0,0,1.371662872,59.18938011
6329,23643.98754,11-05-2015 02:29:05,120.2956434,7,1,-0.500126302,3.611522198,0.530772422,1.159248417,2.167520834,4.353268535,-6.48E-05,0,0,0,0,1.371524005,59.18068094
6330,23644.98795,11-05-2015 02:29:06,121.296053,7,1,-0.49994573,3.611522198,0.530772422,1.15938945,2.167520834,4.353777894,-6.48E-05,0,0,0,0,1.371382972,59.17184608
6331,23646.00317,11-05-2015 02:29:07,122.3112671,7,1,-0.49994573,3.611684084,0.530772422,1.159528314,2.167520834,4.354279409,-3.24E-05,0,0,0,0,1.371244108,59.1631471
6332,23647.00356,11-05-2015 02:29:08,123.3116598,7,1,-0.499765098,3.611522198,0.530772422,1.159669338,2.167520834,4.354788722,-3.24E-05,0,0,0,0,1.371103084,59.15431281
6333,23648.00358,11-05-2015 02:29:09,124.3116786,7,1,-0.49994573,3.611522198,0.530772422,1.159808206,2.167520834,4.355290236,-6.48E-05,0,0,0,0,1.370964216,59.14561358
6334,23649.01917,11-05-2015 02:29:10,125.3272727,7,1,-0.499765098,3.611360312,0.530772422,1.159949241,2.167520834,4.355799562,-3.24E-05,0,0,0,0,1.370823181,59.1367786
6335,23650.03477,11-05-2015 02:29:11,126.3428663,7,1,-0.49994573,3.611198425,0.530772422,1.160090272,2.167520834,4.356308862,-3.24E-05,0,0,0,0,1.37068215,59.12794387
6336,23651.05037,11-05-2015 02:29:12,127.3584648,7,1,-0.49994573,3.611036539,0.530772422,1.160231308,2.167520834,4.356818167,-0.000129509,0,0,0,0,1.370541114,59.11910883
6337,23652.05037,11-05-2015 02:29:13,128.3584732,7,1,-0.49994573,3.611198425,0.530772422,1.160370169,2.167520834,4.357319617,-6.48E-05,0,0,0,0,1.370402253,59.11041004
6338,23653.06598,11-05-2015 02:29:14,129.3740752,7,1,-0.49994573,3.611036539,0.530772422,1.160511197,2.167520834,4.357828874,-9.71E-05,0,0,0,0,1.370261225,59.10157549
6339,23654.08162,11-05-2015 02:29:15,130.389721,7,1,-0.500126302,3.610874653,0.530772422,1.160652231,2.167520834,4.358338148,-6.48E-05,0,0,0,0,1.370120191,59.09274058
6340,23655.0972,11-05-2015 02:29:16,131.4052992,7,1,-0.49994573,3.611036539,0.530772422,1.16079326,2.167520834,4.358847393,0,0,0,0,0,1.369979162,59.08390597
6341,23656.11289,11-05-2015 02:29:17,132.4209859,7,1,-0.499765098,3.610712767,0.530772422,1.160934302,2.167520834,4.359356679,-0.000129509,0,0,0,0,1.36983812,59.07507055
6342,23657.12833,11-05-2015 02:29:18,133.4364324,7,1,-0.499765098,3.610874653,0.530772422,1.161075322,2.167520834,4.35986587,-3.24E-05,0,0,0,0,1.3696971,59.06623651
6343,23658.12834,11-05-2015 02:29:19,134.4364397,7,1,-0.49994573,3.61055088,0.530772422,1.16121419,2.167520834,4.360367282,-0.000129509,0,0,0,0,1.369558232,59.05753728
6344,23659.14404,11-05-2015 02:29:20,135.4521427,7,1,-0.49994573,3.61055088,0.530772422,1.161355237,2.167520834,4.360876552,-6.48E-05,0,0,0,0,1.369417185,59.04870155
6345,23660.14405,11-05-2015 02:29:21,136.4521468,7,1,-0.500306964,3.610388994,0.530772422,1.16149411,2.167520834,4.361377964,-9.71E-05,0,0,0,0,1.369278312,59.040002
6346,23661.15967,11-05-2015 02:29:22,137.4677672,7,1,-0.49994573,3.61055088,0.530772422,1.161635152,2.167520834,4.361887197,-3.24E-05,0,0,0,0,1.36913727,59.03116659
6347,23662.15967,11-05-2015 02:29:23,138.4677692,7,1,-0.500126302,3.610227108,0.530772422,1.16177402,2.167520834,4.362388569,-6.48E-05,0,0,0,0,1.368998402,59.02246735
6348,23663.17527,11-05-2015 02:29:24,139.4833733,7,1,-0.49994573,3.610227108,0.530772422,1.161915045,2.167520834,4.362897726,-9.71E-05,0,0,0,0,1.368857377,59.013633
6349,23664.19088,11-05-2015 02:29:25,140.4989828,7,1,-0.499584496,3.610388994,0.530772422,1.162056069,2.167520834,4.363406868,-3.24E-05,0,0,0,0,1.368716353,59.00479871
6350,23665.2066,11-05-2015 02:29:26,141.5147021,7,1,-0.49994573,3.610227108,0.530772422,1.162197115,2.167520834,4.363916084,-6.48E-05,0,0,0,0,1.368575307,58.99596304
6351,23666.22197,11-05-2015 02:29:27,142.5300722,7,1,-0.49994573,3.610227108,0.530772422,1.162335978,2.167520834,4.364417402,-6.48E-05,0,0,0,0,1.368436444,58.98726412
6352,23667.22224,11-05-2015 02:29:28,143.5303379,7,1,-0.49994573,3.610065222,0.530772422,1.162477018,2.167520834,4.364926577,-6.48E-05,0,0,0,0,1.368295404,58.97842883
6353,23668.23775,11-05-2015 02:29:29,144.5458461,7,1,-0.500126302,3.610065222,0.530772422,1.162618043,2.167520834,4.365435686,-6.48E-05,0,0,0,0,1.368154379,58.96959447
6354,23669.23775,11-05-2015 02:29:30,145.5458522,7,1,-0.49994573,3.609903336,0.530772422,1.162756903,2.167520834,4.365936971,-0.000129509,0,0,0,0,1.368015519,58.96089574
6355,23670.25335,11-05-2015 02:29:31,146.5614481,7,1,-0.49994573,3.610065222,0.530772422,1.162897936,2.167520834,4.36644609,0,0,0,0,0,1.367874486,58.95206089
6356,23671.25337,11-05-2015 02:29:32,147.5614696,7,1,-0.49994573,3.609903336,0.530772422,1.163036809,2.167520834,4.366947407,-6.48E-05,0,0,0,0,1.367735613,58.94336135
6357,23672.26897,11-05-2015 02:29:33,148.5770736,7,1,-0.499765098,3.609903336,0.530772422,1.163177842,2.167520834,4.367456515,0,0,0,0,0,1.36759458,58.93452649
6358,23673.28459,11-05-2015 02:29:34,149.5926871,7,1,-0.49994573,3.609741449,0.530772422,1.163318882,2.167520834,4.367965643,-6.48E-05,0,0,0,0,1.36745354,58.9256912
6359,23674.30024,11-05-2015 02:29:35,150.6083439,7,1,-0.49994573,3.609741449,0.530772422,1.163459933,2.167520834,4.368474796,-3.24E-05,0,0,0,0,1.367312489,58.91685521
6360,23675.31599,11-05-2015 02:29:36,151.6240888,7,1,-0.49994573,3.609741449,0.530772422,1.163600984,2.167520834,4.368983948,-6.48E-05,0,0,0,0,1.367171438,58.90801923
6361,23676.33144,11-05-2015 02:29:37,152.6395407,7,1,-0.499765098,3.609741449,0.530772422,1.16374199,2.167520834,4.369492933,0,0,0,0,0,1.367030432,58.89918607
6362,23677.34686,11-05-2015 02:29:38,153.6549639,7,1,-0.49994573,3.609579563,0.530772422,1.163880849,2.167520834,4.369994159,-3.24E-05,0,0,0,0,1.366891573,58.8904874
6363,23678.34718,11-05-2015 02:29:39,154.6552798,7,1,-0.500126302,3.609417677,0.530772422,1.164019716,2.167520834,4.370495408,-6.48E-05,0,0,0,0,1.366752706,58.88178823
6364,23679.36265,11-05-2015 02:29:40,155.6707533,7,1,-0.49994573,3.609579563,0.530772422,1.164162929,2.167520834,4.371012338,0,0,0,0,0,1.366609493,58.87281681
6365,23680.36267,11-05-2015 02:29:41,156.6707723,7,1,-0.499765098,3.609417677,0.530772422,1.164301798,2.167520834,4.371513577,-6.48E-05,0,0,0,0,1.366470624,58.86411752
6366,23681.37828,11-05-2015 02:29:42,157.6863814,7,1,-0.49994573,3.609255791,0.530772422,1.164442825,2.167520834,4.372022599,-6.48E-05,0,0,0,0,1.366329597,58.85528304
6367,23682.39396,11-05-2015 02:29:43,158.7020588,7,1,-0.499765098,3.609417677,0.530772422,1.164583867,2.167520834,4.372531671,0,0,0,0,0,1.366188555,58.84644762
6368,23683.39396,11-05-2015 02:29:44,159.7020641,7,1,-0.49994573,3.609255791,0.530772422,1.164722737,2.167520834,4.373032893,-3.24E-05,0,0,0,0,1.366049685,58.83774827
6369,23684.40911,11-05-2015 02:29:45,160.7172133,7,1,-0.49994573,3.609255791,0.530772422,1.164861596,2.167520834,4.373534064,-6.48E-05,0,0,0,0,1.365910826,58.8290496
6370,23685.40951,11-05-2015 02:29:46,161.717613,7,1,-0.49994573,3.609255791,0.530772422,1.165002625,2.167520834,4.374043067,-3.24E-05,0,0,0,0,1.365769797,58.82021499
6371,23686.40953,11-05-2015 02:29:47,162.7176287,7,1,-0.49994573,3.609093904,0.530772422,1.165141506,2.167520834,4.374544306,-6.48E-05,0,0,0,0,1.365630916,58.81151495
6372,23687.42511,11-05-2015 02:29:48,163.7332071,7,1,-0.499765098,3.609093904,0.530772422,1.165282532,2.167520834,4.375053285,0,0,0,0,0,1.36548989,58.80268053
6373,23688.42511,11-05-2015 02:29:49,164.7332143,7,1,-0.499765098,3.608932018,0.530772422,1.165421397,2.167520834,4.375554455,-6.48E-05,0,0,0,0,1.365351025,58.79398149
6374,23689.44072,11-05-2015 02:29:50,165.7488198,7,1,-0.500126302,3.608770132,0.530772422,1.165562431,2.167520834,4.376063438,-6.48E-05,0,0,0,0,1.365209991,58.78514657
6375,23690.44079,11-05-2015 02:29:51,166.7488879,7,1,-0.49994573,3.608770132,0.530772422,1.165701297,2.167520834,4.3765646,-6.48E-05,0,0,0,0,1.365071125,58.77644747
6376,23691.45614,11-05-2015 02:29:52,167.7642363,7,1,-0.499765098,3.608932018,0.530772422,1.165840139,2.167520834,4.377065663,-6.48E-05,0,0,0,0,1.364932283,58.76774986
6377,23692.45632,11-05-2015 02:29:53,168.7644198,7,1,-0.500126302,3.608932018,0.530772422,1.165981186,2.167520834,4.377574675,-3.24E-05,0,0,0,0,1.364791236,58.75891413
6378,23693.45634,11-05-2015 02:29:54,169.7644362,7,1,-1.000233412,3.572993517,0.530772422,1.166222091,2.167520834,4.378436848,-0.0071877,0,0,0,0,1.364550331,58.74382291
6379,23694.45637,11-05-2015 02:29:55,170.764469,7,1,-1.000233412,3.572184086,0.530772422,1.166499917,2.167520834,4.379429401,-0.007317209,0,0,0,0,1.364272505,58.72641881
6380,23695.47192,11-05-2015 02:29:56,171.7800171,7,1,-1.00005281,3.571698427,0.530772422,1.166782057,2.167520834,4.380437202,-0.007446718,0,0,0,0,1.363990365,58.70874446
6381,23696.48755,11-05-2015 02:29:57,172.7956454,7,1,-1.00005281,3.571212769,0.530772422,1.167064218,2.167520834,4.381444932,-0.007511473,0,0,0,0,1.363708204,58.6910688
6382,23697.50319,11-05-2015 02:29:58,173.81129,7,1,-1.00005281,3.570888996,0.530772422,1.167346378,2.167520834,4.382452526,-0.000453281,0,0,0,0,1.363426044,58.6733932
6383,23698.51877,11-05-2015 02:29:59,174.8268693,7,1,-1.000233412,3.570403337,0.530772422,1.167628521,2.167520834,4.383459953,-0.000420904,0,0,0,0,1.363143901,58.65571867
6384,23699.51877,11-05-2015 02:30:00,175.8268726,7,1,-1.00005281,3.570241451,0.530772422,1.167906337,2.167520834,4.384451814,-0.00035615,0,0,0,0,1.362866085,58.63831519
6385,23700.51884,11-05-2015 02:30:01,176.8269375,7,1,-1.000233412,3.569755793,0.530772422,1.168184176,2.167520834,4.385443664,-0.000323772,0,0,0,0,1.362588246,58.62091028
6386,23701.53439,11-05-2015 02:30:02,177.8424865,7,1,-1.00005281,3.56943202,0.530772422,1.168466315,2.167520834,4.386450775,-0.000323772,0,0,0,0,1.362306107,58.603236
6387,23702.53442,11-05-2015 02:30:03,178.8425151,7,1,-1.00005281,3.569108248,0.530772422,1.168744131,2.167520834,4.387442365,-0.000259018,0,0,0,0,1.362028291,58.58583252
6388,23703.54999,11-05-2015 02:30:04,179.8580865,7,1,-1.00005281,3.568784475,0.530772422,1.169026282,2.167520834,4.388449331,-0.000291395,0,0,0,0,1.36174614,58.56815749
6389,23704.54999,11-05-2015 02:30:05,180.8580926,7,1,-1.00005281,3.568460703,0.530772422,1.169304088,2.167520834,4.389440727,-0.000291395,0,0,0,0,1.361468334,58.55075464
6390,23705.56565,11-05-2015 02:30:06,181.87375,7,1,0.500268459,3.675790787,0.53088749,1.169349674,2.16794371,4.389603511,0.021271754,0,0,0,0,1.361537816,58.55510726
6391,23706.58126,11-05-2015 02:30:07,182.8893589,7,1,0.500268459,3.677571535,0.531028628,1.169349674,2.168462656,4.389603511,0.021692658,0,0,0,0,1.361678954,58.56394869
6392,23707.59646,11-05-2015 02:30:08,183.9045557,7,1,0.500268459,3.678866625,0.531167576,1.169349674,2.168973735,4.389603511,0.021984052,0,0,0,0,1.361817902,58.57265294
6393,23708.59667,11-05-2015 02:30:09,184.9047688,7,1,0.500268459,3.679676056,0.531308686,1.169349674,2.169492926,4.389603511,0.022210693,0,0,0,0,1.361959012,58.58149262
6394,23709.61249,11-05-2015 02:30:11,185.9205865,7,1,0.500087857,3.680647373,0.531449838,1.169349674,2.170012403,4.389603511,0.001068449,0,0,0,0,1.362100164,58.59033493
6395,23710.61254,11-05-2015 02:30:12,186.9206388,7,1,0.500268459,3.681456804,0.531588816,1.169349674,2.170523998,4.389603511,0.000874186,0,0,0,0,1.362239142,58.59904105
6396,23711.62807,11-05-2015 02:30:13,187.9361681,7,1,0.500449061,3.682266235,0.531729928,1.169349674,2.171043553,4.389603511,0.000744677,0,0,0,0,1.362380254,58.60788085
6397,23712.62817,11-05-2015 02:30:14,188.9362737,7,1,0.500449061,3.683075666,0.531868905,1.169349674,2.171555348,4.389603511,0.000809431,0,0,0,0,1.362519231,58.61658691
6398,23713.64366,11-05-2015 02:30:15,189.9517645,7,1,-1.92E-05,3.647622824,0.531885175,1.169349682,2.171615251,4.38960354,-0.006475401,0,0,0,0,1.362535493,58.61760563
6399,23714.65933,11-05-2015 02:30:16,190.967427,7,1,-1.92E-05,3.647622824,0.531885175,1.169349693,2.171615251,4.38960358,-0.006669664,0,0,0,0,1.362535482,58.61760494
6400,23715.65939,11-05-2015 02:30:17,191.9674858,7,1,-1.92E-05,3.647622824,0.531885175,1.169349702,2.171615251,4.389603612,-0.006766796,0,0,0,0,1.362535473,58.61760437
6401,23716.67493,11-05-2015 02:30:18,192.9830307,7,1,-1.92E-05,3.64778471,0.531885175,1.169349707,2.171615251,4.389603632,-0.006928682,0,0,0,0,1.362535468,58.61760406
6402,23717.69051,11-05-2015 02:30:19,193.9986141,7,1,-1.92E-05,3.647946596,0.531885175,1.169349716,2.171615251,4.389603665,6.48E-05,0,0,0,0,1.362535459,58.6176035
6403,23718.69052,11-05-2015 02:30:20,194.9986166,7,1,-1.92E-05,3.647946596,0.531885175,1.169349725,2.171615251,4.389603697,6.48E-05,0,0,0,0,1.36253545,58.61760293
6404,23719.69052,11-05-2015 02:30:21,195.9986224,7,1,-1.92E-05,3.648432255,0.531885175,1.169349733,2.171615251,4.389603725,0.000161886,0,0,0,0,1.362535442,58.61760243
6405,23720.69056,11-05-2015 02:30:22,196.9986588,7,1,-1.92E-05,3.648432255,0.531885175,1.169349739,2.171615251,4.389603751,0.000129509,0,0,0,0,1.362535436,58.61760205
6406,23721.70614,11-05-2015 02:30:23,198.0142376,7,1,-1.92E-05,3.648432255,0.531885175,1.169349745,2.171615251,4.38960377,0.000129509,0,0,0,0,1.36253543,58.61760168
6407,23722.72113,11-05-2015 02:30:24,199.0292314,7,1,-0.000199852,3.648432255,0.531885175,1.169349754,2.171615251,4.389603804,6.48E-05,0,0,0,0,1.362535421,58.61760112
6408,23723.72134,11-05-2015 02:30:25,200.0294435,7,1,-1.92E-05,3.648756027,0.531885175,1.169349778,2.171615251,4.389603891,0.00016138,0,0,0,0,1.362535397,58.61759961
6409,23724.73743,11-05-2015 02:30:26,201.0455313,7,1,-1.92E-05,3.648917913,0.531885175,1.169349787,2.171615251,4.389603922,0.000129509,0,0,0,0,1.362535388,58.61759905
6410,23725.75298,11-05-2015 02:30:27,202.0610833,7,1,-1.92E-05,3.648917913,0.531885175,1.169349797,2.171615251,4.389603962,0.000129509,0,0,0,0,1.362535378,58.61759842
6411,23726.75306,11-05-2015 02:30:28,203.061159,7,1,-1.92E-05,3.6490798,0.531885175,1.169349806,2.171615251,4.389603993,9.71E-05,0,0,0,0,1.362535369,58.61759786
6412,23727.76859,11-05-2015 02:30:29,204.0766889,7,1,-1.92E-05,3.649403572,0.531885175,1.169349814,2.171615251,4.389604022,0.000129509,0,0,0,0,1.362535361,58.61759736
6413,23728.78425,11-05-2015 02:30:30,205.0923517,7,1,-0.499765098,3.614274263,0.531885175,1.169358496,2.171615251,4.389635442,-0.006896353,0,0,0,0,1.362526679,58.61705348
6414,23729.79981,11-05-2015 02:30:31,206.1079112,7,1,-0.49994573,3.613464832,0.531885175,1.169499519,2.171615251,4.390145063,-0.007090616,0,0,0,0,1.362385656,58.60821925
6415,23730.81545,11-05-2015 02:30:32,207.1235487,7,1,-0.49994573,3.612817287,0.531885175,1.169640556,2.171615251,4.390654644,-0.00728488,0,0,0,0,1.362244619,58.59938415
6416,23731.83105,11-05-2015 02:30:33,208.1391527,7,1,-0.49994573,3.612493515,0.531885175,1.169781593,2.171615251,4.391164167,-0.007349634,0,0,0,0,1.362103582,58.59054904
6417,23732.83109,11-05-2015 02:30:34,209.1391896,7,1,-0.49994573,3.612169743,0.531885175,1.169920471,2.171615251,4.391665845,-0.007446766,0,0,0,0,1.361964704,58.58184918
6418,23733.84628,11-05-2015 02:30:35,210.1543818,7,1,-0.49994573,3.611684084,0.531885175,1.170061454,2.171615251,4.392175086,-0.000420904,0,0,0,0,1.361823721,58.57301746
6419,23734.86228,11-05-2015 02:30:36,211.1703787,7,1,-0.49994573,3.611684084,0.531885175,1.170202532,2.171615251,4.392684634,-0.000259018,0,0,0,0,1.361682643,58.56417979
6420,23735.86228,11-05-2015 02:30:37,212.1703832,7,1,-0.49994573,3.611522198,0.531885175,1.170341406,2.171615251,4.393186186,-0.000226641,0,0,0,0,1.361543769,58.55548018
6421,23736.87793,11-05-2015 02:30:38,213.1860264,7,1,-0.49994573,3.611198425,0.531885175,1.17048245,2.171615251,4.393695542,-0.000226641,0,0,0,0,1.361402725,58.54664464
6422,23737.89357,11-05-2015 02:30:39,214.2016715,7,1,-0.49994573,3.611036539,0.531885175,1.170623485,2.171615251,4.394204838,-0.000194263,0,0,0,0,1.36126169,58.53780966
6423,23738.90914,11-05-2015 02:30:40,215.2172364,7,1,-0.500126302,3.610874653,0.531885175,1.170764515,2.171615251,4.39471409,-0.000194263,0,0,0,0,1.36112066,58.52897499
6424,23739.90914,11-05-2015 02:30:41,216.2172391,7,1,-0.49994573,3.610712767,0.531885175,1.170903378,2.171615251,4.395215492,-0.000129509,0,0,0,0,1.360981797,58.52027607
6425,23740.92477,11-05-2015 02:30:42,217.232868,7,1,-0.500126302,3.610388994,0.531885175,1.171044418,2.171615251,4.395724728,-0.000226641,0,0,0,0,1.360840757,58.51144078
6426,23741.94037,11-05-2015 02:30:43,218.2484727,7,1,-0.500126302,3.610388994,0.531885175,1.171185453,2.171615251,4.396233925,-0.000194263,0,0,0,0,1.360699722,58.5026058
6427,23742.95597,11-05-2015 02:30:44,219.2640657,7,1,-0.499765098,3.610065222,0.531885175,1.171326476,2.171615251,4.396743056,-0.000161886,0,0,0,0,1.360558699,58.49377157
6428,23743.956,11-05-2015 02:30:45,220.2640955,7,1,-0.499765098,3.609903336,0.531885175,1.171465342,2.171615251,4.397244371,-0.000161886,0,0,0,0,1.360419833,58.48507246
6429,23744.97161,11-05-2015 02:30:46,221.2797081,7,1,-0.500126302,3.609741449,0.531885175,1.171606378,2.171615251,4.397753505,-0.000194263,0,0,0,0,1.360278797,58.47623742
6430,23745.9872,11-05-2015 02:30:47,222.2953025,7,1,-0.49994573,3.609741449,0.531885175,1.17174741,2.171615251,4.398262607,-0.000129509,0,0,0,0,1.360137765,58.46740263
6431,23747.00285,11-05-2015 02:30:48,223.3109482,7,1,-0.49994573,3.609579563,0.531885175,1.171888451,2.171615251,4.398771723,-0.000161886,0,0,0,0,1.359996724,58.45856727
6432,23748.01843,11-05-2015 02:30:49,224.3265256,7,1,-0.499765098,3.609579563,0.531885175,1.172029482,2.171615251,4.39928079,-9.71E-05,0,0,0,0,1.359855693,58.44973254
6433,23749.01844,11-05-2015 02:30:50,225.3265425,7,1,-0.49994573,3.609579563,0.531885175,1.172168351,2.171615251,4.399782031,-3.24E-05,0,0,0,0,1.359716824,58.44103325
6434,23750.03407,11-05-2015 02:30:51,226.3421647,7,1,-0.499765098,3.609417677,0.531885175,1.172309376,2.171615251,4.400291045,-9.71E-05,0,0,0,0,1.359575799,58.43219889
6435,23751.04965,11-05-2015 02:30:52,227.3577539,7,1,-0.49994573,3.609255791,0.531885175,1.172450395,2.171615251,4.400800023,-6.48E-05,0,0,0,0,1.35943478,58.42336492
6436,23752.06497,11-05-2015 02:30:53,228.3730663,7,1,-0.49994573,3.608932018,0.531885175,1.172589264,2.171615251,4.401301216,-0.000129509,0,0,0,0,1.359295911,58.41466562
6437,23753.06544,11-05-2015 02:30:54,229.3735351,7,1,-0.49994573,3.608932018,0.531885175,1.172730326,2.171615251,4.401810308,-9.71E-05,0,0,0,0,1.359154849,58.40582895
6438,23754.08089,11-05-2015 02:30:55,230.3889925,7,1,-0.49994573,3.608770132,0.531885175,1.172871325,2.171615251,4.402319167,-0.000129509,0,0,0,0,1.35901385,58.39699623
6439,23755.09652,11-05-2015 02:30:56,231.4046171,7,1,-0.49994573,3.608770132,0.531885175,1.173012368,2.171615251,4.402828159,-6.48E-05,0,0,0,0,1.358872807,58.38816074
6440,23756.11213,11-05-2015 02:30:57,232.4202323,7,1,-0.500126302,3.608608246,0.531885175,1.173153408,2.171615251,4.40333713,-6.48E-05,0,0,0,0,1.358731767,58.37932545
6441,23757.11216,11-05-2015 02:30:58,233.4202616,7,1,-0.49994573,3.608608246,0.531885175,1.173292276,2.171615251,4.403838254,-6.48E-05,0,0,0,0,1.358592899,58.37062622
6442,23758.12766,11-05-2015 02:30:59,234.4357593,7,1,-0.49994573,3.60844636,0.531885175,1.173433302,2.171615251,4.404347151,-9.71E-05,0,0,0,0,1.358451873,58.3617918
6443,23759.14335,11-05-2015 02:31:00,235.4514518,7,1,-0.500126302,3.608284473,0.531885175,1.173574347,2.171615251,4.404856104,-0.000129509,0,0,0,0,1.358310828,58.3529562
6444,23760.15899,11-05-2015 02:31:01,236.4670854,7,1,-0.49994573,3.608284473,0.531885175,1.173715395,2.171615251,4.405365057,-9.71E-05,0,0,0,0,1.35816978,58.3441204
6445,23761.1746,11-05-2015 02:31:02,237.4826994,7,1,-0.499765098,3.608284473,0.531885175,1.173856429,2.171615251,4.405873944,-6.48E-05,0,0,0,0,1.358028746,58.33528548
6446,23762.17471,11-05-2015 02:31:03,238.4828068,7,1,-0.499765098,3.608284473,0.531885175,1.173995306,2.171615251,4.406375043,-3.24E-05,0,0,0,0,1.357889869,58.32658569
6447,23763.1898,11-05-2015 02:31:04,239.4978979,7,1,-0.49994573,3.608122587,0.531885175,1.174134166,2.171615251,4.406876065,-6.48E-05,0,0,0,0,1.357751009,58.31788696
6448,23764.1902,11-05-2015 02:31:05,240.4983011,7,1,-0.49994573,3.607960701,0.531885175,1.174275201,2.171615251,4.407384919,-9.71E-05,0,0,0,0,1.357609974,58.30905198
6449,23765.19025,11-05-2015 02:31:06,241.4983455,7,1,-3.999431133,3.358332872,0.531885175,1.174869748,2.171615251,4.409403005,-0.049990319,0,0,0,0,1.357015427,58.27180724
6450,23766.19025,11-05-2015 02:31:07,242.4983507,7,1,-3.999611616,3.352828741,0.531885175,1.17598075,2.171615251,4.413130758,-0.051091146,0,0,0,0,1.355904425,58.20220976
6451,23767.20589,11-05-2015 02:31:08,243.513994,7,1,-3.999611616,3.348458052,0.531885175,1.177109133,2.171615251,4.416911674,-0.051965285,0,0,0,0,1.354776042,58.13152347
6452,23768.22153,11-05-2015 02:31:09,244.5296257,7,1,-3.998347521,3.345705986,0.531885175,1.178237514,2.171615251,4.420688458,-0.052450944,0,0,0,0,1.353647661,58.0608373
6453,23769.22154,11-05-2015 02:31:10,245.5296392,7,1,-3.99997282,3.342468262,0.531885175,1.179348478,2.171615251,4.42440362,-0.00378809,0,0,0,0,1.352536697,57.9912422
6454,23770.23713,11-05-2015 02:31:11,246.5452257,7,1,-3.998528004,3.340201855,0.531885175,1.18047679,2.171615251,4.428173716,-0.002913904,0,0,0,0,1.351408385,57.92056035
6455,23771.25264,11-05-2015 02:31:12,247.5607373,7,1,-3.999611616,3.337611675,0.531885175,1.181605011,2.171615251,4.431940683,-0.002590179,0,0,0,0,1.350280164,57.8498842
6456,23772.25264,11-05-2015 02:31:13,248.5607417,7,1,-3.99997282,3.335345268,0.531885175,1.182716017,2.171615251,4.435647487,-0.00223403,0,0,0,0,1.349169158,57.78028647
6457,23773.25265,11-05-2015 02:31:14,249.5607539,7,1,-2.49965167,3.441218376,0.531885175,1.18360572,2.171615251,4.438653927,0.019491006,0,0,0,0,1.348279455,57.72455202
6458,23774.26826,11-05-2015 02:31:15,250.5763639,7,1,-2.499470949,3.441380262,0.531885175,1.184310944,2.171615251,4.441080888,0.020073796,0,0,0,0,1.347574231,57.68037405
6459,23775.26831,11-05-2015 02:31:16,251.5764128,7,1,-2.499832153,3.441218376,0.531885175,1.185005351,2.171615251,4.443470611,0.020527076,0,0,0,0,1.346879824,57.63687369
6460,23776.26832,11-05-2015 02:31:17,252.5764245,7,1,-2.49965167,3.44105649,0.531885175,1.185699727,2.171615251,4.445860074,0.020980358,0,0,0,0,1.346185448,57.59337528
6461,23777.28347,11-05-2015 02:31:18,253.5915661,7,1,-2.499470949,3.440732718,0.531885175,1.186394028,2.171615251,4.448249031,0,0,0,0,0,1.345491147,57.54988157
6462,23778.28388,11-05-2015 02:31:19,254.5919755,7,1,-2.500012875,3.440247059,0.531885175,1.187099249,2.171615251,4.450675263,-0.000259018,0,0,0,0,1.344785926,57.50570379
6463,23779.29948,11-05-2015 02:31:20,255.6075759,7,1,-2.500193357,3.4397614,0.531885175,1.187804475,2.171615251,4.453101211,-0.000323772,0,0,0,0,1.3440807,57.46152569
6464,23780.2995,11-05-2015 02:31:21,256.6076016,7,1,-2.499832153,3.439275742,0.531885175,1.188498867,2.171615251,4.455489579,-0.00035615,0,0,0,0,1.343386308,57.41802628
6465,23781.31509,11-05-2015 02:31:22,257.6231919,7,1,-2.499832153,3.438790083,0.531885175,1.189204064,2.171615251,4.457914768,-0.000388527,0,0,0,0,1.342681111,57.37385
6466,23782.31512,11-05-2015 02:31:23,258.6232199,7,1,-2.49965167,3.438466311,0.531885175,1.189898455,2.171615251,4.460302558,-0.00035615,0,0,0,0,1.34198672,57.33035065
6467,23783.33069,11-05-2015 02:31:24,259.6387875,7,1,-2.499832153,3.438142538,0.531885175,1.19060362,2.171615251,4.462727129,-0.000388527,0,0,0,0,1.341281555,57.28617637
6468,23784.3464,11-05-2015 02:31:25,260.6545009,7,1,-2.49965167,3.437656879,0.531885175,1.191308928,2.171615251,4.465151891,-0.00035615,0,0,0,0,1.340576247,57.24199314
6469,23785.36192,11-05-2015 02:31:26,261.670024,7,1,-2.500193357,3.437333107,0.531885175,1.192003074,2.171615251,4.467538006,-0.000323772,0,0,0,0,1.339882101,57.19850914
6470,23786.36196,11-05-2015 02:31:27,262.6700614,7,1,-2.499470949,3.437009335,0.531885175,1.192708454,2.171615251,4.469962474,-0.000323772,0,0,0,0,1.339176721,57.15432139
6471,23787.37754,11-05-2015 02:31:28,263.6856405,7,1,-2.49965167,3.436523676,0.531885175,1.193413642,2.171615251,4.47238602,-0.000323772,0,0,0,0,1.338471533,57.11014568
