Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Have_Capacity(Ah),SoC(%),,,,,
7471,18521.58313,11-12-2015 22:36:41,761.3745316,7,1,0.111236073,3.597923756,2.081560331,1.360759184,7.996279791,5.095857769,0.01803403,0,0,0,0,0.725801147,43.82835036,,0.001133203,,,
7472,18522.58605,11-12-2015 22:36:42,762.3774496,7,1,0.111236073,3.599056959,2.081591292,1.360759184,7.996391204,5.095857769,0.018357802,0,0,0,0,0.725832108,43.83023016,,0.000647545,,,
7473,18523.58896,11-12-2015 22:36:43,763.3803637,7,1,0.111055464,3.599704504,2.081622257,1.360759184,7.996502661,5.095857769,0.000809431,0,0,0,0,0.725863073,43.83211021,,0.000971317,,,
7474,18524.59185,11-12-2015 22:36:44,764.3832515,7,1,0.111236073,3.600675821,2.081653206,1.360759184,7.996614083,5.095857769,0.000615168,0,0,0,0,0.725894022,43.83398928,,0.000485659,,,
7475,18525.59476,11-12-2015 22:36:45,765.3861654,7,1,0.111055464,3.60116148,2.081684166,1.360759184,7.996725565,5.095857769,0.000453281,0,0,0,0,0.725924982,43.83586902,,0.000647545,,,
7476,18526.59769,11-12-2015 22:36:46,766.389088,7,1,0.111236073,3.601809025,2.081715123,1.360759184,7.996837057,5.095857769,0.000453281,0,0,0,0,0.725955939,43.83774858,,0.000485658,,,
7477,18527.60066,11-12-2015 22:36:47,767.3920633,7,1,0.111055464,3.602294683,2.081746088,1.360759184,7.996948597,5.095857769,0.000388527,0,0,0,0,0.725986904,43.83962862,,0.000647545,,,
7478,18528.60355,11-12-2015 22:36:48,768.3949466,7,1,0.111055464,3.602942228,2.081777052,1.360759184,7.997060147,5.095857769,0.000388527,0,0,0,0,0.726017868,43.8415086,,0.000485659,,,
7479,18529.60649,11-12-2015 22:36:49,769.397896,7,1,0.111236073,3.603427887,2.081808008,1.360759184,7.997171683,5.095857769,0.000388527,0,0,0,0,0.726048824,43.8433881,,0.019911766,,,
7480,18530.60936,11-12-2015 22:36:50,770.4007592,7,1,-0.167082831,3.583516121,2.081827202,1.360776386,7.997240846,5.095919411,-0.003723335,0,0,0,0,0.726050816,43.84350904,,0.000161886,,,
7481,18531.61231,11-12-2015 22:36:51,771.4037104,7,1,-0.167263433,3.583354235,2.081827202,1.360822998,7.997240846,5.096086438,-0.003852844,0,0,0,0,0.726004204,43.84067899,,0,,,
7482,18532.6152,11-12-2015 22:36:52,772.406599,7,1,-0.167263433,3.583354235,2.081827202,1.360869622,7.997240846,5.096253513,-0.003917599,0,0,0,0,0.72595758,43.83784821,,0.000323772,,,
7483,18533.61817,11-12-2015 22:36:53,773.409568,7,1,-0.167263433,3.583678007,2.081827202,1.360916233,7.997240846,5.096420546,3.24E-05,0,0,0,0,0.725910969,43.83501822,,0,,,
7484,18534.62104,11-12-2015 22:36:54,774.4124416,7,1,-0.167263433,3.583678007,2.081827202,1.360962857,7.997240846,5.096587633,3.24E-05,0,0,0,0,0.725864345,43.83218744,,0.000323773,,,
7485,18535.62398,11-12-2015 22:36:55,775.4153858,7,1,-0.167263433,3.58400178,2.081827202,1.361009481,7.997240846,5.096754725,0.000129509,0,0,0,0,0.725817721,43.82935666,,0,,,
7486,18536.62688,11-12-2015 22:36:56,776.4182832,7,1,-0.167263433,3.58400178,2.081827202,1.361056094,7.997240846,5.096921785,9.71E-05,0,0,0,0,0.725771108,43.82652654,,0,,,
7487,18537.62981,11-12-2015 22:36:57,777.4212139,7,1,-0.167263433,3.58400178,2.081827202,1.361102721,7.997240846,5.097088896,6.48E-05,0,0,0,0,0.725724481,43.82369558,,0.000161886,,,
7488,18538.63272,11-12-2015 22:36:58,778.4241195,7,1,-0.167444035,3.584163666,2.081827202,1.361149342,7.997240846,5.097255989,6.48E-05,0,0,0,0,0.72567786,43.82086498,,0,,,
7489,18539.63565,11-12-2015 22:36:59,779.4270542,7,1,-0.167444035,3.584163666,2.081827202,1.361195957,7.997240846,5.097423071,3.24E-05,0,0,0,0,0.725631245,43.81803475,,0.000323772,,,
7490,18540.63856,11-12-2015 22:37:00,780.4299568,7,1,-0.167263433,3.584487438,2.081827202,1.361242572,7.997240846,5.097590161,9.71E-05,0,0,0,0,0.72558463,43.81520452,,0.000161886,,,
7491,18541.64152,11-12-2015 22:37:01,781.4329172,7,1,-0.167444035,3.584649324,2.081827202,1.361289191,7.997240846,5.097757268,0.000129509,0,0,0,0,0.725538011,43.81237404,,0.000161887,,,
7492,18542.64439,11-12-2015 22:37:02,782.4357958,7,1,-0.167444035,3.584811211,2.081827202,1.361335813,7.997240846,5.097924394,0.000129509,0,0,0,0,0.725491389,43.80954338,,0.000161886,,,
7493,18543.64731,11-12-2015 22:37:03,783.4387106,7,1,-0.167263433,3.584973097,2.081827202,1.361382429,7.997240846,5.098091505,9.71E-05,0,0,0,0,0.725444773,43.80671309,,0,,,
7494,18544.65023,11-12-2015 22:37:04,784.441627,7,1,-0.167263433,3.584973097,2.081827202,1.36142905,7.997240846,5.098258639,9.71E-05,0,0,0,0,0.725398152,43.80388249,,0.000161886,,,
7495,18545.6532,11-12-2015 22:37:05,785.4445974,7,1,-0.167263433,3.585134983,2.081827202,1.361475658,7.997240846,5.098425732,6.48E-05,0,0,0,0,0.725351544,43.80105268,,0.000161886,,,
7496,18546.66151,11-12-2015 22:37:06,786.4529123,7,1,-0.167263433,3.585296869,2.081827202,1.361522512,7.997240846,5.098593712,9.71E-05,0,0,0,0,0.72530469,43.79820793,,0,,,
7497,18547.66582,11-12-2015 22:37:07,787.4572202,7,1,-0.167263433,3.585296869,2.081827202,1.361569187,7.997240846,5.098761054,9.71E-05,0,0,0,0,0.725258015,43.79537406,,0.000161886,,,
7498,18548.66877,11-12-2015 22:37:08,788.4601722,7,1,-0.167082831,3.585458755,2.081827202,1.361615799,7.997240846,5.098928173,6.48E-05,0,0,0,0,0.725211403,43.792544,,0,,,
7499,18549.67165,11-12-2015 22:37:09,789.4630526,7,1,-0.167263433,3.585458755,2.081827202,1.361662411,7.997240846,5.099095298,6.48E-05,0,0,0,0,0.725164791,43.78971395,,0,,,
7500,18550.67462,11-12-2015 22:37:10,790.4660191,7,1,-0.167444035,3.585458755,2.081827202,1.36170904,7.997240846,5.099262486,6.48E-05,0,0,0,0,0.725118162,43.78688287,,0,,,
7501,18551.67749,11-12-2015 22:37:11,791.468889,7,1,-0.167444035,3.585458755,2.081827202,1.361755662,7.997240846,5.099429655,0,0,0,0,0,0.72507154,43.78405221,,0.000323773,,,
7502,18552.68045,11-12-2015 22:37:12,792.4718488,7,1,-0.167444035,3.585782528,2.081827202,1.361802286,7.997240846,5.099596834,6.48E-05,0,0,0,0,0.725024916,43.78122143,,0.000161886,,,
7503,18553.68333,11-12-2015 22:37:13,793.4747323,7,1,-0.167444035,3.585944414,2.081827202,1.361848894,7.997240846,5.099763964,9.71E-05,0,0,0,0,0.724978308,43.77839162,,0.000161886,,,
7504,18554.68628,11-12-2015 22:37:14,794.4776799,7,1,-0.167263433,3.585782528,2.081827202,1.361895513,7.997240846,5.099931131,0,0,0,0,0,0.724931689,43.77556114,,0,,,
7505,18555.68917,11-12-2015 22:37:15,795.4805665,7,1,-0.167624652,3.585782528,2.081827202,1.361942122,7.997240846,5.100098271,0,0,0,0,0,0.72488508,43.77273127,,0.000161886,,,
7506,18556.69208,11-12-2015 22:37:16,796.4834847,7,1,-0.167444035,3.585944414,2.081827202,1.361988744,7.997240846,5.100265456,3.24E-05,0,0,0,0,0.724838458,43.76990062,,0.000323773,,,
7507,18557.695,11-12-2015 22:37:17,797.4864057,7,1,-0.167263433,3.586268187,2.081827202,1.362035357,7.997240846,5.100432613,9.71E-05,0,0,0,0,0.724791845,43.7670705,,0,,,
7508,18558.69793,11-12-2015 22:37:18,798.4893316,7,1,-0.167263433,3.586268187,2.081827202,1.362081966,7.997240846,5.100599764,6.48E-05,0,0,0,0,0.724745236,43.76424063,,0,,,
7509,18559.70087,11-12-2015 22:37:19,799.4922712,7,1,-0.167263433,3.586268187,2.081827202,1.362128591,7.997240846,5.10076697,6.48E-05,0,0,0,0,0.724698611,43.76140979,,0,,,
7510,18560.70376,11-12-2015 22:37:20,800.4951591,7,1,-0.167444035,3.586268187,2.081827202,1.362175213,7.997240846,5.100934171,6.48E-05,0,0,0,0,0.724651989,43.75857913,,0.000161886,,,
7511,18561.70668,11-12-2015 22:37:21,801.4980829,7,1,-0.167263433,3.586430073,2.081827202,1.362221826,7.997240846,5.101101345,3.24E-05,0,0,0,0,0.724605376,43.75574902,,0.000161886,,,
7512,18562.7096,11-12-2015 22:37:22,802.5010014,7,1,-0.167082831,3.586591959,2.081827202,1.362268454,7.997240846,5.101268569,6.48E-05,0,0,0,0,0.724558748,43.752918,,0.000161886,,,
7513,18563.71252,11-12-2015 22:37:23,803.5039195,7,1,-0.167444035,3.586430073,2.081827202,1.362315067,7.997240846,5.101435749,3.24E-05,0,0,0,0,0.724512135,43.75008789,,0,,,
7514,18564.71548,11-12-2015 22:37:24,804.5068794,7,1,-0.167263433,3.586430073,2.081827202,1.362361691,7.997240846,5.101602966,0,0,0,0,0,0.724465511,43.7472571,,0.000161886,,,
7515,18565.71838,11-12-2015 22:37:25,805.5097829,7,1,-0.167263433,3.586591959,2.081827202,1.362408307,7.997240846,5.101770157,3.24E-05,0,0,0,0,0.724418895,43.74442681,,0,,,
7516,18566.72129,11-12-2015 22:37:26,806.5126921,7,1,-0.167444035,3.586591959,2.081827202,1.362454922,7.997240846,5.101937346,0,0,0,0,0,0.72437228,43.74159658,,0.000161886,,,
7517,18567.72422,11-12-2015 22:37:27,807.5156164,7,1,-0.167444035,3.586753845,2.081827202,1.362501525,7.997240846,5.102104498,3.24E-05,0,0,0,0,0.724325677,43.73876707,,0,,,
7518,18568.72714,11-12-2015 22:37:28,808.5185426,7,1,-0.167444035,3.586753845,2.081827202,1.362548139,7.997240846,5.102271688,3.24E-05,0,0,0,0,0.724279063,43.7359369,,0,,,
7519,18569.73003,11-12-2015 22:37:29,809.5214287,7,1,-0.167444035,3.586753845,2.081827202,1.362594744,7.997240846,5.10243885,3.24E-05,0,0,0,0,0.724232458,43.73310727,,0,,,
7520,18570.73298,11-12-2015 22:37:30,810.524382,7,1,-0.167263433,3.586753845,2.081827202,1.362641365,7.997240846,5.102606071,3.24E-05,0,0,0,0,0.724185837,43.73027667,,0.000161886,,,
7521,18571.73588,11-12-2015 22:37:31,811.5272786,7,1,-0.167263433,3.586915731,2.081827202,1.362687991,7.997240846,5.102773313,0,0,0,0,0,0.724139211,43.72744577,,0,,,
7522,18572.73878,11-12-2015 22:37:32,812.5301833,7,1,-0.167444035,3.586915731,2.081827202,1.362734602,7.997240846,5.102940501,6.48E-05,0,0,0,0,0.7240926,43.72461578,,0,,,
7523,18573.7417,11-12-2015 22:37:33,813.5331064,7,1,-0.167444035,3.586915731,2.081827202,1.362781223,7.997240846,5.103107731,3.24E-05,0,0,0,0,0.724045979,43.72178518,,0.000161887,,,
7524,18574.7448,11-12-2015 22:37:34,814.5362064,7,1,-0.167263433,3.587077618,2.081827202,1.36282786,7.997240846,5.10327502,0,0,0,0,0,0.723999342,43.71895361,,0.000161886,,,
7525,18575.74754,11-12-2015 22:37:35,815.5389409,7,1,-0.167263433,3.587239504,2.081827202,1.36287446,7.997240846,5.103442178,6.48E-05,0,0,0,0,0.723952742,43.71612429,,0.000161886,,,
7526,18576.7491,11-12-2015 22:37:36,816.5404981,7,1,-0.167444035,3.587077618,2.081827202,1.362921016,7.997240846,5.103609179,3.24E-05,0,0,0,0,0.723906186,43.71329764,,0,,,
7527,18577.76023,11-12-2015 22:37:37,817.5516286,7,1,-0.167444035,3.587077618,2.081827202,1.362968011,7.997240846,5.10377776,0,0,0,0,0,0.723859191,43.71044433,,0.000161886,,,
7528,18578.76315,11-12-2015 22:37:38,818.5545523,7,1,-0.167444035,3.587239504,2.081827202,1.363014628,7.997240846,5.103944984,6.48E-05,0,0,0,0,0.723812574,43.70761398,,0,,,
7529,18579.76608,11-12-2015 22:37:39,819.5574814,7,1,-0.167624652,3.587239504,2.081827202,1.363061244,7.997240846,5.104112207,3.24E-05,0,0,0,0,0.723765958,43.70478368,,0,,,
7530,18580.76898,11-12-2015 22:37:40,820.5603862,7,1,-0.167624652,3.587239504,2.081827202,1.36310786,7.997240846,5.104279434,0,0,0,0,0,0.723719342,43.70195339,,0,,,
7531,18581.77189,11-12-2015 22:37:41,821.5632884,7,1,-0.167082831,3.587239504,2.081827202,1.363154473,7.997240846,5.104446648,0,0,0,0,0,0.723672729,43.69912327,,0.000161886,,,
7532,18582.77481,11-12-2015 22:37:42,822.5662089,7,1,-0.167444035,3.58740139,2.081827202,1.363201088,7.997240846,5.104613876,3.24E-05,0,0,0,0,0.723626114,43.69629304,,0,,,
7533,18583.77777,11-12-2015 22:37:43,823.5691733,7,1,-0.167444035,3.58740139,2.081827202,1.363247705,7.997240846,5.10478111,3.24E-05,0,0,0,0,0.723579497,43.69346268,,0,,,
7534,18584.78064,11-12-2015 22:37:44,824.5720464,7,1,-0.167444035,3.58740139,2.081827202,1.363294322,7.997240846,5.104948345,-3.24E-05,0,0,0,0,0.72353288,43.69063233,,0.000161886,,,
7535,18585.78359,11-12-2015 22:37:45,825.5749958,7,1,-0.167263433,3.587563276,2.081827202,1.363340951,7.997240846,5.105115622,3.24E-05,0,0,0,0,0.723486251,43.68780125,,0.000161886,,,
7536,18586.78649,11-12-2015 22:37:46,826.5778907,7,1,-0.167444035,3.58740139,2.081827202,1.363387567,7.997240846,5.105282858,3.24E-05,0,0,0,0,0.723439635,43.68497095,,0.000161886,,,
7537,18587.78945,11-12-2015 22:37:47,827.5808518,7,1,-0.167444035,3.587563276,2.081827202,1.363434185,7.997240846,5.105450106,3.24E-05,0,0,0,0,0.723393017,43.68214053,,0,,,
7538,18588.79232,11-12-2015 22:37:48,828.58372,7,1,-0.167444035,3.587563276,2.081827202,1.363480795,7.997240846,5.105617323,3.24E-05,0,0,0,0,0.723346407,43.6793106,,0.000161887,,,
7539,18589.79524,11-12-2015 22:37:49,829.5866379,7,1,-0.167263433,3.587725163,2.081827202,1.363527425,7.997240846,5.105784609,6.48E-05,0,0,0,0,0.723299777,43.67647946,,0,,,
7540,18590.79821,11-12-2015 22:37:50,830.5896161,7,1,-0.167263433,3.587725163,2.081827202,1.363574035,7.997240846,5.10595183,3.24E-05,0,0,0,0,0.723253167,43.67364953,,0.000161887,,,
7541,18591.80112,11-12-2015 22:37:51,831.5925167,7,1,-0.167444035,3.587563276,2.081827202,1.363620653,7.997240846,5.106119081,0,0,0,0,0,0.723206549,43.67081911,,0.000161887,,,
7542,18592.80399,11-12-2015 22:37:52,832.5953952,7,1,-0.167263433,3.587725163,2.081827202,1.363667281,7.997240846,5.106286367,3.24E-05,0,0,0,0,0.723159921,43.66798809,,0,,,
7543,18593.80695,11-12-2015 22:37:53,833.5983465,7,1,-0.167444035,3.587725163,2.081827202,1.363713891,7.997240846,5.10645359,0,0,0,0,0,0.723113311,43.66515816,,0,,,
7544,18594.80983,11-12-2015 22:37:54,834.6012338,7,1,-0.167263433,3.587725163,2.081827202,1.363760502,7.997240846,5.106620817,0,0,0,0,0,0.7230667,43.66232817,,0.000161886,,,
7545,18595.81278,11-12-2015 22:37:55,835.6041807,7,1,-0.167082831,3.587887049,2.081827202,1.363807115,7.997240846,5.106788055,3.24E-05,0,0,0,0,0.723020087,43.65949806,,0,,,
7546,18596.81567,11-12-2015 22:37:56,836.607068,7,1,-0.167263433,3.587887049,2.081827202,1.363853737,7.997240846,5.106955325,0,0,0,0,0,0.722973465,43.6566674,,0.000161886,,,
7547,18597.81862,11-12-2015 22:37:57,837.6100183,7,1,-0.167444035,3.587725163,2.081827202,1.363900353,7.997240846,5.107122575,0,0,0,0,0,0.722926849,43.6538371,,0.000161886,,,
7548,18598.82153,11-12-2015 22:37:58,838.612936,7,1,-0.167444035,3.587887049,2.081827202,1.36394696,7.997240846,5.107289795,0,0,0,0,0,0.722880242,43.65100735,,0,,,
7549,18599.82447,11-12-2015 22:37:59,839.6158749,7,1,-0.167444035,3.587887049,2.081827202,1.363993577,7.997240846,5.107457051,3.24E-05,0,0,0,0,0.722833625,43.648177,,0,,,
7550,18600.82735,11-12-2015 22:38:00,840.618747,7,1,-0.167444035,3.587887049,2.081827202,1.364040194,7.997240846,5.107624306,0,0,0,0,0,0.722787008,43.64534664,,0.000161886,,,
7551,18601.83029,11-12-2015 22:38:01,841.6216888,7,1,-0.167263433,3.588048935,2.081827202,1.364086809,7.997240846,5.107791558,6.48E-05,0,0,0,0,0.722740393,43.64251641,,0.000161886,,,
7552,18602.83318,11-12-2015 22:38:02,842.6245807,7,1,-0.167263433,3.587887049,2.081827202,1.364133421,7.997240846,5.1079588,0,0,0,0,0,0.722693781,43.63968636,,0.000161886,,,
7553,18603.83611,11-12-2015 22:38:03,843.6275107,7,1,-0.167263433,3.588048935,2.081827202,1.36418004,7.997240846,5.108126069,3.24E-05,0,0,0,0,0.722647162,43.63685588,,0,,,
7554,18604.83902,11-12-2015 22:38:04,844.6304263,7,1,-0.167263433,3.588048935,2.081827202,1.364226653,7.997240846,5.108293315,3.24E-05,0,0,0,0,0.722600549,43.63402577,,0,,,
7555,18605.84198,11-12-2015 22:38:05,845.6333851,7,1,-0.167082831,3.588048935,2.081827202,1.364273278,7.997240846,5.108460606,0,0,0,0,0,0.722553924,43.63119493,,0.000161886,,,
7556,18606.84493,11-12-2015 22:38:06,846.6363337,7,1,-0.167263433,3.588210821,2.081827202,1.364319896,7.997240846,5.108627871,6.48E-05,0,0,0,0,0.722507306,43.62836451,,0.000161886,,,
7557,18607.85364,11-12-2015 22:38:07,847.6450441,7,1,-0.167263433,3.588048935,2.081827202,1.364366787,7.997240846,5.108796117,0,0,0,0,0,0.722460415,43.62551752,,0,,,
7558,18608.85656,11-12-2015 22:38:08,848.6479644,7,1,-0.167444035,3.588048935,2.081827202,1.364413404,7.997240846,5.10896338,3.24E-05,0,0,0,0,0.722413798,43.62268716,,0.000161886,,,
7559,18609.85949,11-12-2015 22:38:09,849.6508894,7,1,-0.167263433,3.588210821,2.081827202,1.364460024,7.997240846,5.109130659,3.24E-05,0,0,0,0,0.722367178,43.61985663,,0,,,
7560,18610.86239,11-12-2015 22:38:10,850.6537925,7,1,-0.167263433,3.588210821,2.081827202,1.364506629,7.997240846,5.109297885,3.24E-05,0,0,0,0,0.722320573,43.617027,,0.000161886,,,
7561,18611.86531,11-12-2015 22:38:11,851.656712,7,1,-0.167624652,3.588048935,2.081827202,1.364553253,7.997240846,5.109465175,0,0,0,0,0,0.722273949,43.61419622,,0.000161886,,,
7562,18612.86823,11-12-2015 22:38:12,852.6596301,7,1,-0.167444035,3.588210821,2.081827202,1.364599877,7.997240846,5.109632471,3.24E-05,0,0,0,0,0.722227325,43.61136544,,0,,,
7563,18613.87118,11-12-2015 22:38:13,853.6625862,7,1,-0.167263433,3.588210821,2.081827202,1.364646498,7.997240846,5.109799754,3.24E-05,0,0,0,0,0.722180704,43.60853484,,0,,,
7564,18614.87407,11-12-2015 22:38:14,854.6654677,7,1,-0.167263433,3.588210821,2.081827202,1.364693117,7.997240846,5.109967032,3.24E-05,0,0,0,0,0.722134085,43.60570436,,0.000161886,,,
7565,18615.87701,11-12-2015 22:38:15,855.668407,7,1,-0.167444035,3.588372707,2.081827202,1.364739727,7.997240846,5.110134279,3.24E-05,0,0,0,0,0.722087475,43.60287443,,0.000161886,,,
7566,18616.8799,11-12-2015 22:38:16,856.6713031,7,1,-0.167444035,3.588210821,2.081827202,1.36478634,7.997240846,5.110301541,-3.24E-05,0,0,0,0,0.722040862,43.60004432,,0.000161886,,,
7567,18617.88287,11-12-2015 22:38:17,857.6742693,7,1,-0.167444035,3.588372707,2.081827202,1.36483296,7.997240846,5.110468825,3.24E-05,0,0,0,0,0.721994242,43.59721378,,0.000161886,,,
7568,18618.88574,11-12-2015 22:38:18,858.6771441,7,1,-0.167263433,3.588210821,2.081827202,1.364879578,7.997240846,5.110636102,3.24E-05,0,0,0,0,0.721947624,43.59438337,,0.000161886,,,
7569,18619.88869,11-12-2015 22:38:19,859.6800943,7,1,-0.167263433,3.588372707,2.081827202,1.364926196,7.997240846,5.110803382,3.24E-05,0,0,0,0,0.721901006,43.59155295,,0.000161886,,,
7570,18620.89158,11-12-2015 22:38:20,860.6829861,7,1,-0.167444035,3.588210821,2.081827202,1.364972809,7.997240846,5.110970645,0,0,0,0,0,0.721854393,43.58872284,,0.000323773,,,
7571,18621.89451,11-12-2015 22:38:21,861.6859126,7,1,-0.167263433,3.588534594,2.081827202,1.365019428,7.997240846,5.111137927,6.48E-05,0,0,0,0,0.721807774,43.58589236,,0.000161887,,,
7572,18622.89749,11-12-2015 22:38:22,862.6888881,7,1,-0.167263433,3.588372707,2.081827202,1.365066055,7.997240846,5.111305241,3.24E-05,0,0,0,0,0.721761147,43.5830614,,0.000161887,,,
7573,18623.90033,11-12-2015 22:38:23,863.6917353,7,1,-0.167263433,3.588534594,2.081827202,1.365112661,7.997240846,5.111472482,3.24E-05,0,0,0,0,0.721714541,43.58023171,,0.000161887,,,
7574,18624.90327,11-12-2015 22:38:24,864.6946748,7,1,-0.167263433,3.588372707,2.081827202,1.365159286,7.997240846,5.111639787,0,0,0,0,0,0.721667916,43.57740087,,0,,,
7575,18625.90617,11-12-2015 22:38:25,865.6975699,7,1,-0.167444035,3.588372707,2.081827202,1.365205907,7.997240846,5.111807081,3.24E-05,0,0,0,0,0.721621295,43.57457027,,0.000161887,,,
7576,18626.90913,11-12-2015 22:38:26,866.70053,7,1,-0.167444035,3.588534594,2.081827202,1.365252527,7.997240846,5.111974372,6.48E-05,0,0,0,0,0.721574675,43.57173974,,0.000161887,,,
7577,18627.91207,11-12-2015 22:38:27,867.7034756,7,1,-0.167444035,3.588372707,2.081827202,1.365299159,7.997240846,5.112141704,-3.24E-05,0,0,0,0,0.721528043,43.56890847,,0,,,
7578,18628.91495,11-12-2015 22:38:28,868.7063475,7,1,-0.167263433,3.588372707,2.081827202,1.365345781,7.997240846,5.112309004,0,0,0,0,0,0.721481421,43.56607781,,0,,,
7579,18629.91788,11-12-2015 22:38:29,869.7092788,7,1,-0.167444035,3.588372707,2.081827202,1.365392398,7.997240846,5.112476285,-3.24E-05,0,0,0,0,0.721434804,43.56324746,,0,,,
7580,18630.92082,11-12-2015 22:38:30,870.7122233,7,1,-0.167444035,3.588372707,2.081827202,1.365439018,7.997240846,5.112643579,0,0,0,0,0,0.721388184,43.56041692,,0.000161887,,,
7581,18631.92374,11-12-2015 22:38:31,871.7151439,7,1,-0.167082831,3.588534594,2.081827202,1.365485635,7.997240846,5.112810861,3.24E-05,0,0,0,0,0.721341567,43.55758656,,0,,,
7582,18632.92668,11-12-2015 22:38:32,872.7180834,7,1,-0.167263433,3.588534594,2.081827202,1.365532258,7.997240846,5.112978164,3.24E-05,0,0,0,0,0.721294944,43.55475584,,0,,,
7583,18633.9296,11-12-2015 22:38:33,873.7210035,7,1,-0.167082831,3.588534594,2.081827202,1.365578868,7.997240846,5.113145426,3.24E-05,0,0,0,0,0.721248334,43.55192591,,0,,,
7584,18634.93245,11-12-2015 22:38:34,874.7238527,7,1,-0.167263433,3.588534594,2.081827202,1.365625482,7.997240846,5.1133127,3.24E-05,0,0,0,0,0.72120172,43.54909574,,0,,,
7585,18635.9354,11-12-2015 22:38:35,875.7267982,7,1,-0.167263433,3.588534594,2.081827202,1.365672104,7.997240846,5.113480002,0,0,0,0,0,0.721155098,43.54626508,,0,,,
7586,18636.93838,11-12-2015 22:38:36,876.7297859,7,1,-0.167444035,3.588534594,2.081827202,1.365718724,7.997240846,5.113647301,-3.24E-05,0,0,0,0,0.721108478,43.54343454,,0,,,
7587,18637.94613,11-12-2015 22:38:37,877.7375319,7,1,-0.167082831,3.588534594,2.081827202,1.365765575,7.997240846,5.113815428,3.24E-05,0,0,0,0,0.721061627,43.54058998,,0,,,
7588,18638.94907,11-12-2015 22:38:38,878.740474,7,1,-0.167444035,3.588534594,2.081827202,1.365812195,7.997240846,5.113982726,0,0,0,0,0,0.721015007,43.53775944,,0,,,
7589,18639.95192,11-12-2015 22:38:39,879.7433236,7,1,-0.167444035,3.588534594,2.081827202,1.365858812,7.997240846,5.114150012,-3.24E-05,0,0,0,0,0.72096839,43.53492909,,0.000161887,,,
7590,18640.95484,11-12-2015 22:38:40,880.7462375,7,1,-0.167444035,3.588372707,2.081827202,1.365905418,7.997240846,5.114317261,-3.24E-05,0,0,0,0,0.720921784,43.5320994,,0.000323773,,,
7591,18641.95777,11-12-2015 22:38:41,881.7491673,7,1,-0.167263433,3.58869648,2.081827202,1.365952033,7.997240846,5.114484545,3.24E-05,0,0,0,0,0.720875169,43.52926917,,0,,,
7592,18642.9607,11-12-2015 22:38:42,882.7521051,7,1,-0.167263433,3.58869648,2.081827202,1.36599866,7.997240846,5.114651867,3.24E-05,0,0,0,0,0.720828542,43.5264382,,0,,,
7593,18643.9636,11-12-2015 22:38:43,883.7550002,7,1,-0.167444035,3.58869648,2.081827202,1.36604528,7.997240846,5.114819168,3.24E-05,0,0,0,0,0.720781922,43.52360767,,0.000161886,,,
7594,18644.96653,11-12-2015 22:38:44,884.7579319,7,1,-0.167263433,3.588534594,2.081827202,1.366091897,7.997240846,5.114986457,0,0,0,0,0,0.720735305,43.52077731,,0.000161886,,,
7595,18645.96943,11-12-2015 22:38:45,885.7608322,7,1,-0.167444035,3.58869648,2.081827202,1.366138514,7.997240846,5.115153744,3.24E-05,0,0,0,0,0.720688688,43.51794696,,0.000161886,,,
7596,18646.97237,11-12-2015 22:38:46,886.7637741,7,1,-0.167082831,3.588858366,2.081827202,1.366185133,7.997240846,5.115321044,6.48E-05,0,0,0,0,0.720642069,43.51511648,,0.000323772,,,
7597,18647.97527,11-12-2015 22:38:47,887.7666738,7,1,-0.167444035,3.588534594,2.081827202,1.36623175,7.997240846,5.115488336,0,0,0,0,0,0.720595452,43.51228612,,0.000161886,,,
7598,18648.97829,11-12-2015 22:38:48,888.7696926,7,1,-0.167444035,3.58869648,2.081827202,1.366278383,7.997240846,5.115655685,0,0,0,0,0,0.720548819,43.5094548,,0,,,
7599,18649.98118,11-12-2015 22:38:49,889.7725784,7,1,-0.167444035,3.58869648,2.081827202,1.366324999,7.997240846,5.115822976,3.24E-05,0,0,0,0,0.720502203,43.5066245,,0,,,
7600,18650.98411,11-12-2015 22:38:50,890.7755078,7,1,-0.167263433,3.58869648,2.081827202,1.366371612,7.997240846,5.115990252,3.24E-05,0,0,0,0,0.72045559,43.50379439,,0,,,
7601,18651.98702,11-12-2015 22:38:51,891.7784227,7,1,-0.167263433,3.58869648,2.081827202,1.366418223,7.997240846,5.116157526,0,0,0,0,0,0.720408979,43.5009644,,0.000161886,,,
7602,18652.98997,11-12-2015 22:38:52,892.7813733,7,1,-0.167082831,3.588858366,2.081827202,1.366464845,7.997240846,5.116324837,0,0,0,0,0,0.720362357,43.49813374,,0,,,
7603,18653.9928,11-12-2015 22:38:53,893.7841977,7,1,-0.167082831,3.588858366,2.081827202,1.366511454,7.997240846,5.116492104,3.24E-05,0,0,0,0,0.720315748,43.49530387,,0.000323772,,,
7604,18654.99573,11-12-2015 22:38:54,894.7871333,7,1,-0.167444035,3.588534594,2.081827202,1.366558072,7.997240846,5.1166594,0,0,0,0,0,0.72026913,43.49247345,,0.000161886,,,
